,embalaje,largo,alto,ancho,peso,procedencia,manipulacion,temperatura,protocolo
7434,A,50,53,53,28090.0,A,fragil,normal,Protocolo_2
7435,B,75,75,74,83250.0,B,normal,normal,Protocolo_1
7436,B,75,75,72,81000.0,D,fragil,normal,Protocolo_2
7437,A,50,51,51,26010.0,C,normal,normal,Protocolo_1
7438,B,75,77,77,88935.0,B,normal,normal,Protocolo_1
7439,C,10,8,10,160.0,A,normal,normal,Protocolo_1
7440,C,10,15,10,300.0,A,normal,normal,Protocolo_1
7441,A,50,52,53,27560.0,D,normal,normal,Protocolo_1
7442,A,50,50,53,26500.0,B,normal,normal,Protocolo_1
7443,C,10,5,15,150.0,B,fragil,normal,Protocolo_1
7444,B,75,72,74,79920.0,B,fragil,normal,Protocolo_2
7445,B,75,75,74,83250.0,C,normal,normal,Protocolo_1
7446,C,10,14,6,168.0,C,normal,normal,Protocolo_1
7447,B,75,78,72,84240.0,B,normal,normal,Protocolo_1
7448,B,75,75,72,81000.0,D,normal,normal,Protocolo_1
7449,C,10,15,9,270.0,C,fragil,normal,Protocolo_1
7450,B,75,75,75,84375.0,B,normal,normal,Protocolo_1
7451,A,50,52,49,25480.0,C,normal,normal,Protocolo_1
7452,B,75,72,79,85320.0,A,fragil,normal,Protocolo_2
7453,B,75,72,75,81000.0,A,normal,normal,Protocolo_1
7454,B,75,74,79,87690.0,C,normal,normal,Protocolo_1
7455,A,50,54,49,26460.0,A,normal,normal,Protocolo_1
7456,A,50,51,46,23460.0,D,fragil,normal,Protocolo_2
7457,C,10,6,11,132.0,C,normal,normal,Protocolo_1
7458,B,75,79,76,90060.0,B,normal,normal,Protocolo_1
7459,C,10,15,11,330.0,B,normal,refrigerado,Protocolo_1
7460,B,75,72,75,81000.0,B,fragil,refrigerado,Protocolo_1
7461,C,10,10,5,100.0,C,fragil,normal,Protocolo_1
7462,C,10,5,8,80.0,A,fragil,normal,Protocolo_1
7463,C,10,11,5,110.0,A,normal,normal,Protocolo_1
7464,B,75,75,74,83250.0,D,normal,normal,Protocolo_1
7465,A,50,52,53,27560.0,B,normal,refrigerado,Protocolo_1
7466,B,75,75,73,82125.0,C,fragil,refrigerado,Protocolo_1
7467,B,75,78,78,91260.0,C,fragil,normal,Protocolo_2
7468,B,75,74,77,85470.0,B,fragil,normal,Protocolo_2
7469,B,75,76,78,88920.0,A,fragil,normal,Protocolo_2
7470,B,75,73,76,83220.0,A,normal,normal,Protocolo_1
7471,A,50,54,50,27000.0,A,fragil,normal,Protocolo_2
7472,C,10,13,6,156.0,B,normal,normal,Protocolo_1
7473,A,50,51,50,25500.0,C,normal,normal,Protocolo_1
7474,C,10,15,8,240.0,B,fragil,normal,Protocolo_1
7475,B,75,79,79,93615.0,C,normal,refrigerado,Protocolo_1
7476,A,50,54,46,24840.0,D,normal,refrigerado,Protocolo_1
7477,C,10,15,13,390.0,C,fragil,normal,Protocolo_1
7478,C,10,11,12,264.0,B,normal,refrigerado,Protocolo_1
7479,B,75,72,78,84240.0,A,normal,normal,Protocolo_1
7480,C,10,13,9,234.0,B,normal,refrigerado,Protocolo_1
7481,A,50,52,52,27040.0,D,fragil,normal,Protocolo_2
7482,C,10,11,15,330.0,D,fragil,normal,Protocolo_1
7483,A,50,54,46,24840.0,C,normal,refrigerado,Protocolo_1
7484,C,10,7,9,126.0,B,fragil,normal,Protocolo_1
7485,A,50,47,54,25380.0,A,normal,normal,Protocolo_1
7486,B,75,77,74,85470.0,B,fragil,normal,Protocolo_2
7487,A,50,51,47,23970.0,D,normal,normal,Protocolo_1
7488,B,75,76,70,79800.0,A,fragil,normal,Protocolo_2
7489,A,50,52,45,23400.0,B,fragil,normal,Protocolo_2
7490,C,10,11,7,154.0,B,normal,normal,Protocolo_1
7491,B,75,73,75,82125.0,B,normal,refrigerado,Protocolo_1
7492,B,75,80,71,85200.0,D,normal,refrigerado,Protocolo_1
7493,B,75,70,76,79800.0,B,fragil,normal,Protocolo_2
7494,A,50,50,48,24000.0,D,fragil,normal,Protocolo_2
7495,C,10,5,7,70.0,C,normal,normal,Protocolo_1
7496,B,75,76,79,90060.0,C,normal,normal,Protocolo_1
7497,B,75,76,80,91200.0,D,fragil,refrigerado,Protocolo_1
7498,B,75,78,73,85410.0,A,fragil,refrigerado,Protocolo_1
7499,C,10,12,7,168.0,B,fragil,normal,Protocolo_1
7500,A,50,50,54,27000.0,C,normal,normal,Protocolo_1
7501,C,10,5,11,110.0,C,fragil,refrigerado,Protocolo_1
7502,C,10,8,9,144.0,A,fragil,refrigerado,Protocolo_1
7503,B,75,72,72,77760.0,B,normal,normal,Protocolo_1
7504,A,50,51,51,26010.0,C,fragil,normal,Protocolo_2
7505,C,10,12,8,192.0,D,fragil,normal,Protocolo_1
7506,C,10,14,14,392.0,B,fragil,refrigerado,Protocolo_1
7507,C,10,11,13,286.0,D,normal,normal,Protocolo_1
7508,A,50,49,52,25480.0,A,normal,normal,Protocolo_1
7509,B,75,79,79,93615.0,D,fragil,normal,Protocolo_2
7510,B,75,80,75,90000.0,A,fragil,normal,Protocolo_2
7511,C,10,11,11,242.0,B,normal,normal,Protocolo_1
7512,B,75,79,72,85320.0,B,normal,normal,Protocolo_1
7513,B,75,73,73,79935.0,C,normal,normal,Protocolo_1
7514,A,50,50,48,24000.0,C,normal,normal,Protocolo_1
7515,B,75,73,76,83220.0,A,normal,refrigerado,Protocolo_1
7516,C,10,9,5,90.0,B,normal,normal,Protocolo_1
7517,A,50,51,53,27030.0,A,fragil,normal,Protocolo_2
7518,B,75,74,73,81030.0,A,normal,refrigerado,Protocolo_1
7519,C,10,9,11,198.0,A,normal,normal,Protocolo_1
7520,C,10,14,5,140.0,D,fragil,refrigerado,Protocolo_1
7521,C,10,14,12,336.0,C,normal,refrigerado,Protocolo_1
7522,B,75,75,78,87750.0,A,normal,normal,Protocolo_1
7523,C,10,8,12,192.0,A,normal,normal,Protocolo_1
7524,B,75,73,79,86505.0,D,fragil,normal,Protocolo_2
7525,A,50,53,47,24910.0,A,normal,normal,Protocolo_1
7526,C,10,12,7,168.0,A,normal,normal,Protocolo_1
7527,A,50,54,47,25380.0,A,normal,normal,Protocolo_1
7528,B,75,75,73,82125.0,D,fragil,normal,Protocolo_2
7529,A,50,51,46,23460.0,A,fragil,refrigerado,Protocolo_1
7530,B,75,75,72,81000.0,B,fragil,normal,Protocolo_2
7531,A,50,53,48,25440.0,A,normal,normal,Protocolo_1
7532,C,10,10,12,240.0,C,normal,normal,Protocolo_1
7533,A,50,52,53,27560.0,C,fragil,refrigerado,Protocolo_1
7534,B,75,73,77,84315.0,B,fragil,refrigerado,Protocolo_1
7535,A,50,55,50,27500.0,A,fragil,refrigerado,Protocolo_1
7536,A,50,53,51,27030.0,A,normal,refrigerado,Protocolo_1
7537,C,10,5,9,90.0,A,normal,normal,Protocolo_1
7538,C,10,14,6,168.0,B,fragil,normal,Protocolo_1
7539,A,50,50,46,23000.0,C,fragil,refrigerado,Protocolo_1
7540,B,75,78,75,87750.0,B,fragil,normal,Protocolo_2
7541,B,75,77,74,85470.0,C,normal,normal,Protocolo_1
7542,B,75,79,77,91245.0,D,normal,normal,Protocolo_1
7543,B,75,75,71,79875.0,B,fragil,refrigerado,Protocolo_1
7544,C,10,7,13,182.0,A,normal,normal,Protocolo_1
7545,B,75,78,71,83070.0,D,normal,normal,Protocolo_1
7546,B,75,79,76,90060.0,A,normal,normal,Protocolo_1
7547,B,75,78,73,85410.0,C,normal,refrigerado,Protocolo_1
7548,B,75,71,80,85200.0,B,fragil,normal,Protocolo_2
7549,A,50,47,48,22560.0,B,normal,normal,Protocolo_1
7550,A,50,49,50,24500.0,C,normal,normal,Protocolo_1
7551,C,10,12,9,216.0,A,normal,normal,Protocolo_1
7552,B,75,75,75,84375.0,B,normal,normal,Protocolo_1
7553,B,75,75,77,86625.0,C,fragil,normal,Protocolo_2
7554,C,10,8,6,96.0,B,fragil,normal,Protocolo_1
7555,C,10,11,5,110.0,D,normal,refrigerado,Protocolo_1
7556,A,50,49,49,24010.0,C,normal,normal,Protocolo_1
7557,A,50,52,53,27560.0,C,fragil,refrigerado,Protocolo_1
7558,A,50,50,51,25500.0,C,normal,normal,Protocolo_1
7559,C,10,15,10,300.0,B,normal,refrigerado,Protocolo_1
7560,C,10,9,6,108.0,A,normal,refrigerado,Protocolo_1
7561,C,10,11,9,198.0,A,fragil,normal,Protocolo_1
7562,C,10,9,14,252.0,C,fragil,normal,Protocolo_1
7563,C,10,10,9,180.0,D,fragil,refrigerado,Protocolo_1
7564,A,50,49,47,23030.0,B,fragil,normal,Protocolo_2
7565,C,10,6,11,132.0,B,normal,normal,Protocolo_1
7566,A,50,46,52,23920.0,D,normal,refrigerado,Protocolo_1
7567,A,50,53,55,29150.0,B,normal,normal,Protocolo_1
7568,B,75,71,74,78810.0,A,normal,normal,Protocolo_1
7569,B,75,80,75,90000.0,A,normal,normal,Protocolo_1
7570,B,75,77,77,88935.0,C,normal,normal,Protocolo_1
7571,C,10,15,5,150.0,C,fragil,normal,Protocolo_1
7572,B,75,74,75,83250.0,D,normal,refrigerado,Protocolo_1
7573,B,75,74,76,84360.0,B,normal,refrigerado,Protocolo_1
7574,C,10,14,7,196.0,A,fragil,normal,Protocolo_1
7575,A,50,52,47,24440.0,B,normal,normal,Protocolo_1
7576,C,10,8,8,128.0,B,fragil,normal,Protocolo_1
7577,B,75,80,74,88800.0,B,fragil,normal,Protocolo_2
7578,C,10,5,7,70.0,C,normal,normal,Protocolo_1
7579,C,10,8,8,128.0,D,normal,normal,Protocolo_1
7580,C,10,7,12,168.0,C,normal,normal,Protocolo_1
7581,C,10,6,5,60.0,A,normal,normal,Protocolo_1
7582,A,50,50,50,25000.0,D,normal,normal,Protocolo_1
7583,B,75,73,79,86505.0,A,normal,normal,Protocolo_1
7584,C,10,13,7,182.0,D,fragil,normal,Protocolo_1
7585,B,75,75,78,87750.0,B,normal,refrigerado,Protocolo_1
7586,C,10,6,7,84.0,B,normal,refrigerado,Protocolo_1
7587,C,10,12,8,192.0,C,fragil,normal,Protocolo_1
7588,B,75,78,72,84240.0,B,fragil,normal,Protocolo_2
7589,B,75,75,77,86625.0,A,normal,normal,Protocolo_1
7590,C,10,7,14,196.0,A,normal,normal,Protocolo_1
7591,A,50,51,52,26520.0,B,normal,normal,Protocolo_1
7592,B,75,76,70,79800.0,A,normal,normal,Protocolo_1
7593,C,10,9,5,90.0,B,normal,normal,Protocolo_1
7594,B,75,76,75,85500.0,A,fragil,normal,Protocolo_2
7595,A,50,48,50,24000.0,D,fragil,refrigerado,Protocolo_1
7596,C,10,5,15,150.0,D,normal,normal,Protocolo_1
7597,A,50,46,54,24840.0,D,normal,normal,Protocolo_1
7598,C,10,14,9,252.0,B,normal,refrigerado,Protocolo_1
7599,B,75,71,80,85200.0,D,normal,normal,Protocolo_1
7600,B,75,75,79,88875.0,A,normal,refrigerado,Protocolo_1
7601,C,10,6,11,132.0,C,normal,refrigerado,Protocolo_1
7602,B,75,78,79,92430.0,C,normal,normal,Protocolo_1
7603,C,10,12,7,168.0,D,fragil,refrigerado,Protocolo_1
7604,A,50,52,55,28600.0,B,normal,normal,Protocolo_1
7605,B,75,75,72,81000.0,A,fragil,normal,Protocolo_2
7606,A,50,46,55,25300.0,A,normal,normal,Protocolo_1
7607,A,50,50,51,25500.0,C,normal,refrigerado,Protocolo_1
7608,C,10,9,10,180.0,C,fragil,refrigerado,Protocolo_1
7609,A,50,53,48,25440.0,B,fragil,refrigerado,Protocolo_1
7610,A,50,52,47,24440.0,C,fragil,refrigerado,Protocolo_1
7611,A,50,50,48,24000.0,A,fragil,refrigerado,Protocolo_1
7612,B,75,78,72,84240.0,D,normal,normal,Protocolo_1
7613,A,50,50,50,25000.0,C,normal,normal,Protocolo_1
7614,C,10,11,12,264.0,B,normal,refrigerado,Protocolo_1
7615,B,75,75,74,83250.0,C,fragil,normal,Protocolo_2
7616,A,50,48,51,24480.0,B,fragil,normal,Protocolo_2
7617,B,75,77,73,84315.0,B,normal,normal,Protocolo_1
7618,A,50,49,50,24500.0,B,fragil,normal,Protocolo_2
7619,C,10,7,8,112.0,B,normal,normal,Protocolo_1
7620,A,50,49,48,23520.0,A,normal,normal,Protocolo_1
7621,C,10,13,8,208.0,D,fragil,normal,Protocolo_1
7622,B,75,75,80,90000.0,D,fragil,normal,Protocolo_2
7623,A,50,48,55,26400.0,C,normal,normal,Protocolo_1
7624,B,75,77,80,92400.0,A,normal,normal,Protocolo_1
7625,A,50,52,53,27560.0,D,normal,normal,Protocolo_1
7626,B,75,79,79,93615.0,C,normal,normal,Protocolo_1
7627,C,10,9,14,252.0,B,fragil,normal,Protocolo_1
7628,B,75,70,72,75600.0,B,normal,normal,Protocolo_1
7629,A,50,51,52,26520.0,B,fragil,normal,Protocolo_2
7630,A,50,53,51,27030.0,B,normal,normal,Protocolo_1
7631,A,50,50,54,27000.0,D,normal,normal,Protocolo_1
7632,B,75,80,74,88800.0,A,normal,normal,Protocolo_1
7633,A,50,52,51,26520.0,A,fragil,normal,Protocolo_2
7634,B,75,70,75,78750.0,D,normal,normal,Protocolo_1
7635,B,75,73,72,78840.0,D,normal,normal,Protocolo_1
7636,C,10,7,11,154.0,C,fragil,normal,Protocolo_1
7637,A,50,47,47,22090.0,D,normal,normal,Protocolo_1
7638,A,50,47,49,23030.0,A,normal,normal,Protocolo_1
7639,C,10,10,8,160.0,D,fragil,normal,Protocolo_1
7640,C,10,10,14,280.0,B,fragil,normal,Protocolo_1
7641,B,75,71,72,76680.0,B,normal,normal,Protocolo_1
7642,A,50,52,51,26520.0,A,fragil,refrigerado,Protocolo_1
7643,C,10,9,10,180.0,C,normal,normal,Protocolo_1
7644,A,50,49,55,26950.0,B,fragil,normal,Protocolo_2
7645,A,50,49,55,26950.0,C,normal,normal,Protocolo_1
7646,A,50,45,48,21600.0,A,normal,normal,Protocolo_1
7647,B,75,78,75,87750.0,B,fragil,normal,Protocolo_2
7648,C,10,11,12,264.0,C,normal,refrigerado,Protocolo_1
7649,B,75,73,76,83220.0,A,normal,normal,Protocolo_1
7650,A,50,55,55,30250.0,C,normal,normal,Protocolo_1
7651,C,10,10,9,180.0,C,normal,normal,Protocolo_1
7652,B,75,79,76,90060.0,D,fragil,normal,Protocolo_2
7653,B,75,78,76,88920.0,A,normal,refrigerado,Protocolo_1
7654,C,10,6,8,96.0,C,fragil,normal,Protocolo_1
7655,A,50,52,53,27560.0,B,normal,normal,Protocolo_1
7656,C,10,14,12,336.0,C,normal,normal,Protocolo_1
7657,A,50,53,54,28620.0,A,fragil,normal,Protocolo_2
7658,B,75,71,70,74550.0,D,fragil,normal,Protocolo_2
7659,A,50,46,48,22080.0,D,normal,normal,Protocolo_1
7660,A,50,50,54,27000.0,C,normal,normal,Protocolo_1
7661,A,50,46,47,21620.0,B,fragil,normal,Protocolo_2
7662,A,50,48,52,24960.0,D,normal,normal,Protocolo_1
7663,B,75,78,74,86580.0,A,normal,normal,Protocolo_1
7664,C,10,9,10,180.0,D,fragil,refrigerado,Protocolo_1
7665,C,10,12,6,144.0,A,fragil,refrigerado,Protocolo_1
7666,B,75,76,76,86640.0,B,fragil,refrigerado,Protocolo_1
7667,B,75,74,78,86580.0,A,normal,normal,Protocolo_1
7668,B,75,74,70,77700.0,B,fragil,normal,Protocolo_2
7669,A,50,50,50,25000.0,B,fragil,refrigerado,Protocolo_1
7670,B,75,79,80,94800.0,B,normal,refrigerado,Protocolo_1
7671,A,50,53,53,28090.0,C,normal,normal,Protocolo_1
7672,C,10,14,14,392.0,B,fragil,normal,Protocolo_1
7673,A,50,46,55,25300.0,C,fragil,normal,Protocolo_2
7674,C,10,12,7,168.0,A,normal,refrigerado,Protocolo_1
7675,A,50,52,55,28600.0,B,fragil,normal,Protocolo_2
7676,B,75,70,74,77700.0,C,fragil,normal,Protocolo_2
7677,A,50,55,49,26950.0,B,fragil,normal,Protocolo_2
7678,B,75,77,70,80850.0,D,fragil,normal,Protocolo_2
7679,B,75,73,74,81030.0,D,fragil,refrigerado,Protocolo_1
7680,C,10,8,13,208.0,B,fragil,refrigerado,Protocolo_1
7681,C,10,10,12,240.0,C,normal,normal,Protocolo_1
7682,A,50,49,48,23520.0,D,normal,normal,Protocolo_1
7683,B,75,80,73,87600.0,C,normal,normal,Protocolo_1
7684,A,50,50,52,26000.0,D,normal,refrigerado,Protocolo_1
7685,C,10,11,8,176.0,C,fragil,normal,Protocolo_1
7686,C,10,6,11,132.0,D,fragil,refrigerado,Protocolo_1
7687,B,75,79,80,94800.0,C,fragil,refrigerado,Protocolo_1
7688,C,10,8,6,96.0,B,fragil,normal,Protocolo_1
7689,A,50,50,49,24500.0,C,normal,normal,Protocolo_1
7690,C,10,13,14,364.0,A,normal,refrigerado,Protocolo_1
7691,A,50,45,50,22500.0,C,normal,refrigerado,Protocolo_1
7692,A,50,54,47,25380.0,C,fragil,normal,Protocolo_2
7693,C,10,6,12,144.0,D,fragil,normal,Protocolo_1
7694,B,75,80,77,92400.0,A,normal,normal,Protocolo_1
7695,C,10,7,7,98.0,D,fragil,refrigerado,Protocolo_1
7696,A,50,54,50,27000.0,C,normal,normal,Protocolo_1
7697,A,50,52,51,26520.0,C,fragil,normal,Protocolo_2
7698,B,75,70,74,77700.0,A,normal,normal,Protocolo_1
7699,C,10,10,12,240.0,C,normal,refrigerado,Protocolo_1
7700,B,75,77,76,87780.0,D,normal,refrigerado,Protocolo_1
7701,A,50,52,50,26000.0,B,fragil,normal,Protocolo_2
7702,C,10,6,10,120.0,B,fragil,normal,Protocolo_1
7703,C,10,8,6,96.0,D,normal,normal,Protocolo_1
7704,B,75,78,77,90090.0,B,normal,normal,Protocolo_1
7705,A,50,45,47,21150.0,B,normal,normal,Protocolo_1
7706,B,75,74,72,79920.0,D,normal,normal,Protocolo_1
7707,A,50,48,50,24000.0,C,normal,normal,Protocolo_1
7708,B,75,73,75,82125.0,D,fragil,normal,Protocolo_2
7709,B,75,78,80,93600.0,D,normal,normal,Protocolo_1
7710,C,10,14,5,140.0,C,fragil,normal,Protocolo_1
7711,A,50,48,52,24960.0,A,fragil,refrigerado,Protocolo_1
7712,B,75,72,72,77760.0,D,fragil,normal,Protocolo_2
7713,A,50,50,49,24500.0,D,fragil,normal,Protocolo_2
7714,A,50,48,49,23520.0,C,normal,refrigerado,Protocolo_1
7715,C,10,11,10,220.0,D,normal,normal,Protocolo_1
7716,B,75,74,72,79920.0,D,normal,normal,Protocolo_1
7717,B,75,70,71,74550.0,B,normal,normal,Protocolo_1
7718,C,10,12,6,144.0,C,normal,refrigerado,Protocolo_1
7719,C,10,12,10,240.0,D,normal,normal,Protocolo_1
7720,C,10,9,9,162.0,A,normal,normal,Protocolo_1
7721,C,10,12,11,264.0,C,fragil,normal,Protocolo_1
7722,C,10,13,15,390.0,C,normal,refrigerado,Protocolo_1
7723,B,75,74,72,79920.0,D,normal,refrigerado,Protocolo_1
7724,A,50,51,46,23460.0,A,fragil,refrigerado,Protocolo_1
7725,A,50,50,52,26000.0,B,normal,normal,Protocolo_1
7726,A,50,48,49,23520.0,D,fragil,refrigerado,Protocolo_1
7727,B,75,80,73,87600.0,B,normal,normal,Protocolo_1
7728,C,10,9,12,216.0,D,normal,normal,Protocolo_1
7729,A,50,47,52,24440.0,D,fragil,normal,Protocolo_2
7730,B,75,72,71,76680.0,D,normal,normal,Protocolo_1
7731,C,10,6,14,168.0,B,fragil,normal,Protocolo_1
7732,A,50,50,46,23000.0,B,normal,refrigerado,Protocolo_1
7733,A,50,46,55,25300.0,D,fragil,normal,Protocolo_2
7734,C,10,12,7,168.0,A,fragil,normal,Protocolo_1
7735,C,10,10,11,220.0,A,fragil,refrigerado,Protocolo_1
7736,C,10,12,11,264.0,C,fragil,normal,Protocolo_1
7737,A,50,46,55,25300.0,A,fragil,refrigerado,Protocolo_1
7738,A,50,46,51,23460.0,B,normal,normal,Protocolo_1
7739,B,75,77,77,88935.0,D,fragil,refrigerado,Protocolo_1
7740,C,10,7,11,154.0,C,normal,normal,Protocolo_1
7741,B,75,72,72,77760.0,C,fragil,refrigerado,Protocolo_1
7742,A,50,46,47,21620.0,D,fragil,normal,Protocolo_2
7743,A,50,52,50,26000.0,C,fragil,normal,Protocolo_2
7744,A,50,54,49,26460.0,B,normal,normal,Protocolo_1
7745,B,75,75,77,86625.0,B,fragil,normal,Protocolo_2
7746,A,50,51,54,27540.0,C,fragil,normal,Protocolo_2
7747,C,10,13,8,208.0,B,fragil,normal,Protocolo_1
7748,C,10,12,12,288.0,A,normal,normal,Protocolo_1
7749,B,75,79,79,93615.0,A,fragil,normal,Protocolo_2
7750,B,75,75,74,83250.0,D,normal,normal,Protocolo_1
7751,B,75,76,78,88920.0,C,fragil,normal,Protocolo_2
7752,A,50,48,52,24960.0,C,normal,normal,Protocolo_1
7753,B,75,79,75,88875.0,C,fragil,normal,Protocolo_2
7754,C,10,7,13,182.0,B,normal,normal,Protocolo_1
7755,B,75,77,75,86625.0,D,normal,refrigerado,Protocolo_1
7756,A,50,48,50,24000.0,D,fragil,normal,Protocolo_2
7757,B,75,73,72,78840.0,B,fragil,normal,Protocolo_2
7758,C,10,10,7,140.0,C,fragil,normal,Protocolo_1
7759,A,50,49,52,25480.0,C,normal,normal,Protocolo_1
7760,A,50,47,51,23970.0,C,fragil,normal,Protocolo_2
7761,A,50,46,51,23460.0,B,normal,normal,Protocolo_1
7762,A,50,47,49,23030.0,C,normal,normal,Protocolo_1
7763,C,10,7,10,140.0,D,normal,normal,Protocolo_1
7764,B,75,78,71,83070.0,B,normal,refrigerado,Protocolo_1
7765,A,50,52,52,27040.0,B,normal,normal,Protocolo_1
7766,C,10,11,10,220.0,D,fragil,normal,Protocolo_1
7767,A,50,45,46,20700.0,D,fragil,normal,Protocolo_2
7768,C,10,5,9,90.0,A,normal,normal,Protocolo_1
7769,C,10,14,14,392.0,B,normal,normal,Protocolo_1
7770,B,75,79,80,94800.0,D,fragil,normal,Protocolo_2
7771,A,50,48,52,24960.0,A,normal,normal,Protocolo_1
7772,C,10,5,14,140.0,C,normal,normal,Protocolo_1
7773,A,50,49,51,24990.0,B,normal,normal,Protocolo_1
7774,B,75,79,76,90060.0,B,normal,normal,Protocolo_1
7775,B,75,71,79,84135.0,C,fragil,refrigerado,Protocolo_1
7776,B,75,72,80,86400.0,A,normal,normal,Protocolo_1
7777,C,10,7,9,126.0,A,normal,refrigerado,Protocolo_1
7778,C,10,8,10,160.0,B,normal,normal,Protocolo_1
7779,C,10,8,14,224.0,C,normal,normal,Protocolo_1
7780,C,10,10,8,160.0,B,normal,normal,Protocolo_1
7781,B,75,79,70,82950.0,B,normal,normal,Protocolo_1
7782,B,75,78,73,85410.0,D,normal,normal,Protocolo_1
7783,B,75,73,80,87600.0,B,fragil,normal,Protocolo_2
7784,B,75,78,71,83070.0,C,normal,normal,Protocolo_1
7785,A,50,45,48,21600.0,D,normal,normal,Protocolo_1
7786,A,50,49,50,24500.0,B,fragil,normal,Protocolo_2
7787,C,10,8,14,224.0,C,normal,normal,Protocolo_1
7788,C,10,7,7,98.0,A,normal,normal,Protocolo_1
7789,C,10,11,11,242.0,B,normal,normal,Protocolo_1
7790,B,75,72,80,86400.0,C,normal,refrigerado,Protocolo_1
7791,A,50,49,54,26460.0,B,normal,refrigerado,Protocolo_1
7792,A,50,45,47,21150.0,D,fragil,normal,Protocolo_2
7793,C,10,6,10,120.0,A,fragil,normal,Protocolo_1
7794,A,50,48,53,25440.0,C,normal,normal,Protocolo_1
7795,A,50,47,47,22090.0,A,fragil,refrigerado,Protocolo_1
7796,C,10,11,11,242.0,A,normal,refrigerado,Protocolo_1
7797,B,75,76,75,85500.0,A,normal,normal,Protocolo_1
7798,C,10,15,12,360.0,C,fragil,normal,Protocolo_1
7799,A,50,53,51,27030.0,D,normal,normal,Protocolo_1
7800,A,50,50,47,23500.0,C,normal,refrigerado,Protocolo_1
7801,A,50,50,48,24000.0,C,normal,normal,Protocolo_1
7802,A,50,49,54,26460.0,B,normal,refrigerado,Protocolo_1
7803,A,50,51,48,24480.0,A,normal,normal,Protocolo_1
7804,C,10,8,12,192.0,B,normal,normal,Protocolo_1
7805,C,10,6,10,120.0,C,fragil,normal,Protocolo_1
7806,C,10,11,11,242.0,D,normal,normal,Protocolo_1
7807,B,75,72,72,77760.0,A,fragil,normal,Protocolo_2
7808,B,75,72,78,84240.0,D,fragil,normal,Protocolo_2
7809,B,75,76,76,86640.0,B,normal,normal,Protocolo_1
7810,A,50,52,54,28080.0,B,fragil,normal,Protocolo_2
7811,B,75,78,75,87750.0,A,fragil,refrigerado,Protocolo_1
7812,C,10,11,6,132.0,B,normal,normal,Protocolo_1
7813,A,50,53,46,24380.0,C,normal,normal,Protocolo_1
7814,C,10,7,14,196.0,B,fragil,normal,Protocolo_1
7815,B,75,74,75,83250.0,D,fragil,normal,Protocolo_2
7816,B,75,78,79,92430.0,D,normal,normal,Protocolo_1
7817,B,75,75,70,78750.0,C,normal,normal,Protocolo_1
7818,C,10,13,14,364.0,B,normal,refrigerado,Protocolo_1
7819,A,50,51,50,25500.0,D,fragil,refrigerado,Protocolo_1
7820,B,75,76,76,86640.0,A,normal,normal,Protocolo_1
7821,A,50,55,47,25850.0,A,fragil,refrigerado,Protocolo_1
7822,A,50,49,47,23030.0,D,fragil,normal,Protocolo_2
7823,A,50,54,47,25380.0,D,normal,normal,Protocolo_1
7824,B,75,75,75,84375.0,A,normal,normal,Protocolo_1
7825,B,75,76,74,84360.0,C,normal,normal,Protocolo_1
7826,B,75,75,78,87750.0,A,fragil,normal,Protocolo_2
7827,C,10,6,12,144.0,C,normal,refrigerado,Protocolo_1
7828,A,50,55,55,30250.0,A,fragil,normal,Protocolo_2
7829,B,75,78,76,88920.0,D,normal,normal,Protocolo_1
7830,A,50,50,46,23000.0,B,normal,normal,Protocolo_1
7831,B,75,73,75,82125.0,C,fragil,refrigerado,Protocolo_1
7832,C,10,10,10,200.0,C,fragil,normal,Protocolo_1
7833,C,10,15,9,270.0,C,normal,normal,Protocolo_1
7834,B,75,74,73,81030.0,B,normal,normal,Protocolo_1
7835,C,10,14,10,280.0,B,fragil,normal,Protocolo_1
7836,B,75,80,77,92400.0,B,fragil,normal,Protocolo_2
7837,B,75,78,80,93600.0,B,fragil,normal,Protocolo_2
7838,B,75,78,75,87750.0,C,normal,normal,Protocolo_1
7839,B,75,80,76,91200.0,B,fragil,refrigerado,Protocolo_1
7840,B,75,76,77,87780.0,C,fragil,normal,Protocolo_2
7841,A,50,45,51,22950.0,B,normal,refrigerado,Protocolo_1
7842,C,10,10,13,260.0,B,normal,normal,Protocolo_1
7843,A,50,54,52,28080.0,A,normal,normal,Protocolo_1
7844,B,75,71,78,83070.0,C,normal,normal,Protocolo_1
7845,A,50,52,55,28600.0,A,normal,refrigerado,Protocolo_1
7846,A,50,48,46,22080.0,A,normal,refrigerado,Protocolo_1
7847,A,50,50,48,24000.0,A,fragil,normal,Protocolo_2
7848,C,10,14,10,280.0,B,normal,normal,Protocolo_1
7849,C,10,11,12,264.0,B,normal,normal,Protocolo_1
7850,B,75,79,78,92430.0,D,normal,normal,Protocolo_1
7851,C,10,11,12,264.0,B,fragil,refrigerado,Protocolo_1
7852,B,75,79,72,85320.0,C,fragil,refrigerado,Protocolo_1
7853,A,50,47,46,21620.0,A,fragil,normal,Protocolo_2
7854,B,75,80,78,93600.0,B,fragil,normal,Protocolo_2
7855,C,10,5,13,130.0,A,normal,refrigerado,Protocolo_1
7856,B,75,71,74,78810.0,A,fragil,normal,Protocolo_2
7857,A,50,47,50,23500.0,C,fragil,normal,Protocolo_2
7858,C,10,11,12,264.0,A,fragil,refrigerado,Protocolo_1
